Estacion_Id,Pfb_Fecha,Lod_Latitud_F5,Lod_Longitud_F5,Lod_Cota,Conductividad,18O,2H,d-excess
G3139,30-mar-12,5896332.53,5784689.209,7.53564094,298.5,-5.10,-28.00,12.80
G3139,30-nov-14,5896332.53,5784689.209,7.53564094,334.4,-4.90,-26.00,13.20
G3140,30-mar-12,5892287.339,5778767.905,7.824270717,326,-5.50,-31.00,13.00
G3140,30-nov-14,5892287.339,5778767.905,7.824270717,393,-5.50,-29.00,15.00
G3144,28-mar-14,6118019.713,5627716.218,27.58787658,,-7.03,-43.50,12.74
G3147,27-mar-14,6118771.687,5603850.345,36.21446816,,-5.91,-30.40,16.88
G3148,26-mar-14,6133442.999,5588545.446,39.52418511,,-10.26,-65.30,16.78
G3150,26-mar-14,6148477.35,5597372.103,34.48773885,,-6.83,-38.80,15.84
G3152,11-abr-14,6163664.077,5636264.324,29.67682256,,-4.74,-25.30,12.62
G3154,14-abr-14,6164759.539,5651055.171,5,,-4.03,-23.80,8.44
G3156,01-abr-14,6154341.176,5646960.843,17.38251878,,-4.59,-24.90,11.82
G3158,21-abr-14,6142953.911,5647498.035,30.25966728,,-5.42,-28.90,14.46
G3159,21-abr-14,6142956.993,5647499.64,30.21069004,,-4.90,-25.40,13.80
G3160,03-abr-14,6134453.604,5637889.921,26.08374949,,-6.57,-41.10,11.46
G3162,27-mar-14,6151350.115,5607589.906,30.87094229,,-6.16,-31.90,17.38
G3163,27-mar-14,6151351.282,5607594.497,30.86698586,,-5.10,-26.30,14.50
G3164,28-mar-14,6139686.894,5604928.704,32.39687102,,-6.13,-32.00,17.04
G3165,28-mar-14,6139686.831,5604934.189,33.01733758,,-5.87,-30.50,16.46
G3166,27-mar-14,6127639.438,5614320.323,30.99456726,,-5.70,-29.70,15.90
G3167,27-mar-14,6127644.985,5614320.393,30.86285683,,-5.48,-32.10,11.74
G3168,31-mar-14,6137644.912,5619161.211,22.00832853,,-5.20,-26.20,15.40
G3169,31-mar-14,6137648.229,5619162.168,22.00018752,,-5.49,-27.00,16.92
G3170,01-abr-14,6152495.499,5626578.075,16.60632707,,-5.27,-27.90,14.26
G3171,01-abr-14,6152496.684,5626580.655,16.57135284,,-6.01,-28.70,19.38
G3172,04-abr-14,6146163.969,5636272.549,18.73818029,,-5.99,-31.40,16.52
G3173,04-abr-14,6146165.802,5636276.145,18.08654674,,-6.83,-40.80,13.84
G3174,11-mar-14,6143802.608,5623118.529,16.60911007,,-8.45,-50.40,17.20
G3175,28-mar-14,6118519.841,5619494.614,30.39265274,,-5.63,-29.00,16.04
G3176,28-abr-14,6118524.135,5619497.225,30.5143732,,-5.83,-33.60,13.04
G3177,28-mar-14,6128197.076,5610342.087,26.86983408,,-6.10,-31.20,17.60
G3178,28-mar-14,6128193.927,5610345.611,26.89365085,,-6.16,-35.70,13.58
G3179,26-mar-14,6137403.401,5597930.025,42.76839564,,-5.43,-29.00,14.44
G3180,26-mar-14,6137417.613,5597929.171,43.17345002,,-5.29,-28.10,14.22
G3181,21-abr-14,6145870.087,5612207.428,16.00470772,,-5.85,-29.70,17.10
G3182,27-mar-14,6145872.649,5612206.635,16.07014131,,-5.68,-28.10,17.34
G3183,03-abr-14,6153443.757,5620930.999,17.37585968,,-6.07,-31.70,16.86
G3184,03-abr-14,6153439.327,5620930.3,17.70000085,,-5.50,-28.20,15.80
G3185,04-abr-14,6128879.057,5632524.248,23.35370589,,-5.79,-26.00,20.32
G3186,04-abr-14,6128846.156,5632520.208,23.58013335,,-3.06,-12.90,11.58
G3187,03-abr-14,6134452.463,5623724.682,19.27594777,,-5.99,-31.70,16.22
G3188,16-abr-14,6134451.025,5623724.388,19.28989585,,-6.42,-31.10,20.26
G3189,16-abr-14,6141549.747,5630520.34,15.46319564,,-5.45,-27.90,15.70
G3190,16-abr-14,6141548.656,5630519.043,15.54581485,,-5.55,-29.90,14.50
G3191,03-abr-14,6136743.629,5643123.889,23.96634126,,-5.10,-23.80,17.00
G3192,03-abr-14,6136743.629,5643123.889,23.96634126,,-4.87,-23.30,15.66
G3193,01-abr-14,6158602.351,5629104.163,29.20540467,,-4.87,-26.10,12.86
G3194,15-abr-14,6155757.735,5635593.321,9.54471795,,-5.94,-29.80,17.72
G3195,15-abr-14,6155757.815,5635595.429,9.488893281,,-5.48,-27.80,16.04
G3196,15-abr-14,6149312.491,5642102.087,22.36598711,,-6.05,-31.50,16.90
G3197,15-abr-14,6149312.491,5642102.087,22.36598711,,-5.36,-28.60,14.28
G3198,14-abr-14,6161620.272,5644176.454,8.135269699,,-4.53,-24.30,11.94
G3199,14-abr-14,6161620.272,5644176.454,8.135269699,,-5.35,-26.40,16.40
G3200,26-mar-14,6126890.05,5591390.829,38.06281883,,-5.63,-28.70,16.34
G3201,26-mar-14,6126894.351,5591393.429,38.12546758,,-5.53,-31.80,12.44
G3203,21-abr-14,6142934.145,5621010.73,22,,-5.32,-25.70,16.86
G3204,21-abr-14,6142928.658,5621006.084,22,,-5.60,-25.80,19.00
G3205,09-abr-14,6164275.78,5648495.06,4.521483939,,-6.70,-39.30,14.30
G3206,09-abr-14,6164288.058,5648497.55,7.684161819,,-3.49,-18.10,9.82
G3207,04-abr-14,6146296.962,5637030.084,12.45934862,,-5.92,-28.20,19.16
G3208,15-abr-14,6147098.943,5637329.897,10.90717038,,-5.47,-26.50,17.26
G3209,15-abr-14,6149519.18,5623040.493,10.9980246,,-6.35,-37.40,13.40
G3210,15-abr-14,6149521.999,5623037.144,11.19888565,,-5.68,-29.30,16.14
G3211,31-mar-14,6136694.721,5615611.825,27.27568534,,-5.44,-27.30,16.22
G3212,31-mar-14,6136700.999,5615606.785,26.60632501,,-5.32,-27.50,15.06
G3213,11-abr-14,6159282.524,5640997.908,8.572350353,,-4.89,-26.90,12.22
G3214,11-abr-14,6159286.691,5641001.179,8.596792873,,-2.36,-15.00,3.88
G3239,01-abr-13,6147484.04,5646793.539,27.24085857,,-5.43,-26.60,16.84
G3242,14-abr-14,6161467.066,5651109.863,6.78569221,,-4.46,-26.00,9.68
G3263,09-abr-14,6165840.963,5648643.945,8.388265812,,-4.49,-26.70,9.22
G3268,11-abr-14,6141414.882,5634272.159,24.09688112,,-5.04,-25.30,15.02
G3273,31-mar-14,6137508.759,5630482.16,21,,-5.86,-30.10,16.78
G3274,14-abr-14,6161249.139,5647395.364,7.260257253,,-4.62,-25.70,11.26
G3277,14-abr-14,6161246.184,5647392.75,7.190081746,,-5.51,-30.30,13.78
G3283,03-abr-14,6151022.631,5626366.545,18.93237805,,-4.74,-26.50,11.42
G3289,09-abr-14,6163595.423,5634192.82,34.9365948,,-5.23,-24.80,17.04
G3296,09-abr-14,6161882.987,5626535.485,34,,-8.67,-56.10,13.26
G3301,09-abr-14,6161865.82,5626508.758,33.39253288,,-5.77,-30.10,16.06
G3428,07-jul-17,6188851.753,5618360.931,14.70682552,860,-5.56,-30.30,14.18
G3429,07-jul-17,6187624.777,5617968.992,17.6322964,830,-5.30,-29.70,12.70
G3430,07-jul-17,6187624.777,5617968.992,17.6322964,1310,-4.79,-26.70,11.65
G3431,07-jul-17,6184815.682,5623825.044,22.7316742,920,-4.80,-30.73,7.67
G3432,07-jul-17,6179526.417,5619979.029,24.36839919,820,-5.00,-30.70,9.30
G3433,12-jul-17,6173513.879,5622496.816,12.60118281,1110,-5.29,-30.10,12.22
G3434,12-jul-17,6182508.101,5627979.739,9.422446068,1820,-5.17,-30.10,11.26
G3436,12-jul-17,6193152.024,5593898.284,25.01884305,780,-5.18,-29.20,12.24
G3437,12-jul-17,6192225.615,5605677.532,21.77341954,700,-5.29,-30.30,12.02
G3438,12-jul-17,6191704.358,5605712.491,23.6015486,880,-4.94,-28.10,11.42
G3439,12-jul-17,6204585.362,5612983.423,18.01207826,870,-5.40,-30.50,12.70
G3440,19-jul-17,6181014.75,5583756.236,20.96537256,780,-5.09,-30.20,10.52
G3441,19-jul-17,6180962.8,5583707.3,22.16825305,1010,-5.46,-30.30,13.38
G3442,19-jul-17,6173324.876,5582350.484,29.26192804,1260,-5.73,-32.70,13.14
G3443,19-jul-17,6177294.926,5588991.73,23.85192184,870,-5.63,-31.00,14.04
G3444,19-jul-17,6177505.056,5588804.529,23.33948914,820,-5.36,-32.00,10.88
G3445,19-jul-17,6170838.362,5588148.727,33.42654566,950,-5.43,-30.80,12.64
G3446,19-jul-17,6173189.749,5597248.354,36.85763107,850,-5.63,-30.00,15.04
G3447,19-jul-17,6173152.48,5597246.179,35.95704225,670,-5.90,-31.80,15.40
G3448,19-jul-17,6170847.666,5600826.89,33.71963727,960,-5.64,-32.00,13.12
G3449,24-jul-17,6191420.612,5549140.23,48.21525403,840,-5.76,-30.80,15.28
G3450,24-jul-17,6190547.54,5550934.192,42.89267712,1070,-5.86,-32.10,14.78
G3451,24-jul-17,6154159.09,5527555.152,46.4235937,2110,-5.45,-32.70,10.90
G3452,02-ago-17,6127045.852,5566966.706,38.35176917,1880,-5.35,-31.70,11.10
G3453,02-ago-17,6135012.168,5593521.115,38.86209198,1780,-5.22,-32.80,8.96
G3454,02-ago-17,6134939.208,5593361.721,36.61794215,380,-1.39,6.50,17.62
G3455,02-ago-17,6139705.599,5595615.564,38.86148156,930,-5.31,-31.00,11.48
G3456,02-ago-17,6149502.195,5604933.176,33.2869898,860,-5.15,-30.30,10.90
G3457,02-ago-17,6166465.272,5627663.144,35.59091779,1110,-5.04,-29.40,10.92
G3458,02-ago-17,6166678.383,5627632.459,28.51788322,1070,-5.21,-29.10,12.58
G3459,10-ago-17,6160211.219,5547939.426,41.60644821,1270,-5.20,-31.10,10.50
G3460,10-ago-17,6160147.987,5547950.55,42.74889746,1180,-4.03,-26.00,6.24
G3461,10-ago-17,6157385.724,5563748.894,39.55268447,1000,-5.60,-32.40,12.40
G3462,10-ago-17,6161295.845,5548727.728,35.78898186,730,-5.42,-30.40,12.96
G3463,10-ago-17,6160954.544,5597641.358,28.74866425,1700,-5.35,-30.30,12.50
G3469,01-may-00,6265926.8,5414248.767,81.57623298,,-5.70,-34.00,11.60
G3470,01-may-00,6248043.279,5421892.505,82.77011305,,-5.60,-32.00,12.80
G3471,01-may-00,6258925.721,5417543.285,75,,-8.10,-52.00,12.80
G3472,01-may-00,6257938.423,5425879.477,69.10243971,,-9.40,-59.00,16.20
G3473,01-may-00,6257154.781,5426942.952,75,,-5.60,-39.00,5.80
G3474,01-may-00,6263946.239,5439367.676,80.14565414,,-5.70,-31.00,14.60
G3475,01-may-00,6248222.622,5440568.158,73.22274187,,-5.70,-34.00,11.60
G3476,01-may-00,6252815.138,5440539.406,64.42225557,,-9.30,-58.00,16.40
G3477,01-may-00,6250306.091,5444649.284,63.04645398,,-9.60,-62.00,14.80
G3478,01-may-00,6249266.353,5447472.509,58,,-9.40,-62.00,13.20
G3479,01-may-00,6235353.513,5451901.013,68.02277767,,-5.40,-32.00,11.20
G3480,01-may-00,6247694.428,5464153.634,72.26978143,,-5.70,-32.00,13.60
G3481,01-may-00,6240901.619,5477996.693,51.92738851,,-6.10,-35.00,13.80
G3482,01-may-00,6237438.996,5484016.381,49.81962924,,-6.10,-30.00,18.80
G3483,01-may-00,6235585.937,5481052.764,40.54521369,,-9.10,55.00,127.80
G3484,01-may-00,6232577.77,5489032.969,38.07269854,,-9.20,-60.00,13.60
G3485,01-may-00,6212669.495,5477689.399,61.58289422,,-9.30,-59.00,15.40
G3486,01-may-00,6229007.45,5461311.514,70.53216197,,-5.40,-32.00,11.20
G438,10-may-11,5832306.848,5721756.142,12.93305633,2010,-4.63,-24.77,12.27
G447,11-may-11,5833573.748,5692970.268,36.52453817,2052,-4.70,-25.02,12.58
G451,11-may-11,5832740.761,5683498.356,45.60978568,1327,-4.16,-21.89,11.39
G455,10-may-11,5842327.199,5705555.647,21.77596885,4130,-4.70,-27.23,10.37
G460,20-oct-16,5837209.202,5720649.944,9.611446489,,-3.31,-20.80,5.68
G460,26-oct-17,5837209.202,5720649.944,9.611446489,4210,-3.01,-18.02,6.04
G460,20-oct-17,5837209.202,5720649.944,9.611446489,,-1.73,-20.80,-6.96
G460,10-may-11,5837209.202,5720649.944,9.611446489,3652,-0.79,-2.56,3.76
G461,11-may-11,5834553.676,5699666.79,29.0674418,1818,-5.04,-27.39,12.93
G478,25-abr-14,5814105.981,5673619.472,99.76552709,,-5.40,-28.49,14.70
G4800,15-sep-19,5946949.723,5524348.812,107.16,762,-5.10,-28.00,12.80
G4801,15-sep-19,5956400,5537750,87.14,1012,-5.50,-32.00,12.00
G4802,15-sep-19,5969210.847,5559912.805,61.8,3800,-3.90,-25.00,6.20
G4803,15-sep-19,5978414.577,5568789.785,53.1,1519,-5.20,-31.00,10.60
G4804,15-sep-19,5971418.742,5575823.143,56.1,1219,-5.20,-30.00,11.60
G4805,15-sep-19,5971213.538,5575162.41,55.5,3730,-5.10,-30.00,10.80
G4806,15-sep-19,5989340.93,5561030.695,53.21,1546,-6.40,-41.00,10.20
G4807,15-sep-19,5974503.076,5545912.343,71.73,797,-5.50,-33.00,11.00
G4808,15-sep-19,5960596.516,5528853.888,92.26,3770,-5.30,-32.00,10.40
G4809,15-sep-19,5955904.679,5515359.997,103.6,856,-6.10,-38.00,10.80
G4810,15-sep-19,5948093.329,5512228.792,112.2,908,-5.20,-30.00,11.60
G4811,15-sep-19,5955573.522,5557152.951,77.2,1066,-5.10,-30.00,10.80
G4812,15-sep-19,5915480.84,5516103.535,159.71,771,-5.10,-30.00,10.80
G4813,15-sep-19,5876934.913,5502587.185,252.81,749,-5.50,-31.00,13.00
G4814,15-sep-19,5921490.03,5495109.305,164.427903,608,-5.20,-31.00,10.60
G4815,15-sep-19,5919721.442,5507334.344,153,1230,-5.10,-29.00,11.80
G4816,15-sep-19,5931331.4,5510401.954,133.473,892,-5.00,-30.00,10.00
G4817,15-sep-19,5931331.784,5510399.364,133.29,942,-4.80,-27.00,11.40
G4818,15-sep-19,5915478.355,5516106.216,160.16,696,-5.00,-28.00,12.00
G4819,15-sep-19,5921490.156,5495107.133,164.71,770,-5.20,-29.00,12.60
G4820,15-sep-19,5948089.32,5512233.215,112.23,1099,-5.30,-31.00,11.40
G4821,15-sep-19,5946946.265,5524348.457,107.25,974,-5.00,-29.00,11.00
G4822,15-sep-19,5956180,5537674,87.35,1112,-4.50,-26.00,10.00
G4823,15-sep-19,5960608.178,5528856.504,92.23,2910,-5.20,-33.00,8.60
G4824,15-sep-19,5974500.912,5545910.461,72.01,1803,-4.80,-29.00,9.40
G4825,15-sep-19,5989333.393,5561036.553,53.26,2790,-4.80,-30.00,8.40
G4826,15-sep-19,5969229.761,5559928.698,61.84,4000,-4.50,-28.00,8.00
G4827,15-sep-19,5978419.105,5568794.408,53.13,6870,-4.20,-26.00,7.60
G4828,15-sep-19,5955562.463,5557166.64,77.25,1258,-5.20,-29.00,12.60
G517,10-abr-19,5739663.324,5626434.109,20.99194211,1780,-5.38,-31.40,11.64
G518,10-abr-19,5742725.673,5622691.49,24.50247697,734,-5.50,-31.30,12.70
G519,10-abr-19,5752921.539,5620326.295,40,1438,-5.42,-30.70,12.66
G522,19-nov-08,5806070.983,5679645.283,96.82299966,890,-5.35,-28.31,14.49
G524,19-nov-08,5807878.078,5677043.226,114.7812208,1110,-4.93,-27.42,11.98
G527,19-nov-08,5803304.727,5675228.759,111.1343585,800,-6.00,-33.43,14.59
G532,19-nov-08,5807163.68,5676913.166,87.5903506,830,-5.29,-28.99,13.36
G534,31-ago-16,5794601.972,5693134.018,87.00748872,,-5.81,-32.70,13.78
G534,25-nov-16,5794601.972,5693134.018,87.00748872,1462,-5.32,-32.30,10.26
G536,10-abr-19,5752495.985,5620732.743,38.92343738,1396,-5.50,-30.70,13.30
G537,09-abr-15,5789767.993,5687816.442,116.934934,,-3.35,-18.40,8.40
G538,16-nov-16,5793649.67,5690260.731,74.86076498,941,-4.95,-30.90,8.70
G540,25-nov-16,5798124.63,5700918.774,58.00475651,790,-5.60,-14.80,30.00
G540,09-abr-15,5798124.63,5700918.774,58.00475651,,-3.60,-18.50,10.30
G540,20-nov-08,5798124.63,5700918.774,58.00475651,740,-3.26,-17.62,8.42
G540,21-may-09,5798124.63,5700918.774,58.00475651,,-3.26,-17.62,8.42
G543,25-nov-16,5792057.182,5684925.711,110.8108788,,-5.45,-28.10,15.50
G543,09-abr-15,5792057.182,5684925.711,110.8108788,,-4.67,-27.70,9.66
G548,10-abr-15,5804469.952,5695033.31,64.89156362,,-3.64,-21.70,7.42
G549,10-abr-15,5808929.17,5689177.285,57.92102855,,-4.85,-26.30,12.50
G549,10-oct-15,5808929.17,5689177.285,57.92102855,,-4.38,-27.70,7.34
G556,10-abr-19,5742676.775,5624706.666,22,1000,-5.56,-32.70,11.78
G559,14-abr-09,5807935.037,5680843.177,64.07601763,950,-3.20,-16.72,8.84
G560,03-abr-09,5799794.964,5680634.263,87.02595821,,-5.60,-28.40,16.42
G560,14-abr-09,5799794.964,5680634.263,87.02595821,740,-5.60,-28.40,16.42
G561,14-abr-09,5793650.971,5682212.75,85.13058649,650,-5.69,-30.37,15.16
G562,14-abr-09,5790892.503,5691150.679,77.91407672,597,-5.38,-29.77,13.28
G563,14-abr-09,5793426.958,5693473.476,68.84136258,730,-5.05,-28.08,12.32
G565,21-may-09,5806192.601,5678571.308,71.95959058,855,-0.35,-1.92,0.87
G567,21-may-09,5799617.792,5695986.14,88.90684175,760,-5.32,-28.55,14.01
G567,19-jun-09,5799617.792,5695986.14,88.90684175,,-5.32,-28.55,14.01
G568,21-may-09,5799301.654,5695794.788,79.17258049,740,-5.39,-29.83,13.29
G569,21-may-09,5799341.299,5694532.891,100.5361419,820,-5.61,-30.31,14.61
G570,21-may-09,5800093.662,5693237.909,88.32229626,670,-5.40,-29.76,13.44
G571,21-may-09,5801950.603,5692328.816,76.55952464,786,-5.67,-31.09,14.29
G572,21-may-09,5800956.658,5694972.272,127.3967215,850,-5.53,-28.08,16.17
G572,19-jun-09,5800956.658,5694972.272,127.3967215,,-5.53,-28.08,16.17
G573,03-jul-17,5797420.873,5697286.653,65.52062078,,-5.46,-33.20,10.48
G573,21-may-09,5797420.873,5697286.653,65.52062078,1440,-5.34,-28.60,14.14
G575,21-may-09,5799675.652,5700374.163,68.11467903,630,-2.79,-14.74,7.58
G575,13-mar-15,5799675.652,5700374.163,68.11467903,814,-1.34,-5.12,5.62
G576,19-jun-09,5798801.643,5677511.719,88.72419778,920,-5.34,-28.85,13.86
G577,19-abr-09,5779015.266,5710219.381,33.5,,-5.00,-27.50,12.49
G579,03-jul-17,5800881.087,5673075.09,115.3109072,770,-5.79,-33.50,12.82
G579,19-jun-09,5800881.087,5673075.09,115.3109072,752,-5.72,-31.90,13.83
G581,19-jun-09,5800498.288,5673805.348,138.1759809,680,-5.55,-27.90,16.50
G582,01-jun-09,5801771.239,5676014.064,104.9347078,,-5.26,-29.53,12.52
G582,19-jun-09,5801771.239,5676014.064,104.9347078,503,-5.26,-29.53,12.52
G582,03-jul-17,5801771.239,5676014.064,104.9347078,1110,-3.90,-31.80,-0.60
G583,30-sep-09,5793933.695,5692782.168,80.95623455,1420,-5.11,-27.88,13.01
G584,25-nov-16,5793852.479,5695393.963,77.95985427,750,-5.68,-30.40,15.04
G584,30-sep-09,5793852.479,5695393.963,77.95985427,740,-5.65,-29.81,15.43
G585,06-abr-11,5801336.566,5673257.888,108.69,755,-5.62,-31.37,13.55
G585,06-may-11,5801336.566,5673257.888,108.69,,-5.62,-31.37,13.55
G586,10-jun-11,5799542.062,5700512.998,57.548,718,-1.75,-10.32,3.64
G587,15-feb-12,5798847.884,5701150.275,60.0875247,796,-2.20,-10.61,6.97
G588,06-dic-17,5833184.627,5727478.965,4.519939554,1983,-2.86,-17.50,5.38
G588,14-oct-14,5833184.627,5727478.965,4.519939554,1676,-1.59,-14.50,-1.78
G589,13-mar-15,5796832.244,5697910.292,57.59861751,899,-5.76,-28.34,17.72
G589,25-nov-16,5796832.244,5697910.292,57.59861751,903,-4.95,-30.20,9.40
G590,25-abr-15,5794865,5696050,64.23497817,,-3.73,-26.50,3.34
G590,24-abr-15,5794865,5696050,64.23497817,,-3.64,-14.50,14.62
G591,24-abr-15,5795018.613,5696820.862,86.748252,,-6.81,-27.40,27.08
G591,13-mar-15,5795018.613,5696820.862,86.748252,685,-5.54,-30.20,14.13
G592,13-mar-15,5794829.18,5693382.564,82.71462739,875,-5.60,-29.91,14.89
G592,24-abr-15,5794829.18,5693382.564,82.71462739,,-4.76,-27.70,10.38
G596,24-abr-15,5836877.028,5717919.4,11.82413218,2510,-2.89,-16.40,6.72
G596,24-abr-16,5836877.028,5717919.4,11.82413218,,-2.74,-15.20,6.72
G598,25-nov-16,5803672.08,5700978.284,43.86386416,,-6.32,-29.80,20.76
G599,29-may-15,5805681.951,5706892.71,27.28012114,1038,-6.13,-24.90,24.14
G645,05-nov-10,5831359,5616963,183,,-5.22,-28.05,13.73
G701,18-abr-19,5774913.285,5638511.554,66.172113,,-4.72,-28.60,9.16
G702,10-abr-19,5772077.315,5635481.202,60.984156,,-5.12,-30.20,10.76
G703,10-abr-19,5768474.695,5640375.111,55.787422,1000,-5.42,-31.20,12.16
G704,10-abr-19,5789639.06,5641536.91,102.244965,,-5.54,-31.50,12.82
G705,10-abr-19,5788562.569,5642164.864,100.356277,,-4.17,-26.90,6.46
G706,26-ago-21,5781565.372,5642254.572,79.775673,,-5.96,-34.10,13.58
G706,10-abr-19,5781565.372,5642254.572,79.775673,,-5.34,-30.30,12.42
G707,26-ago-21,5784615.432,5635705.913,89.5177,,-5.92,-32.70,14.66
G710,26-ago-21,5797353.918,5641178.08,145.197586,,-5.90,-34.00,13.20
G720,26-ago-21,5750048.957,5644294.477,23.549932,,-4.70,-28.20,9.40
G723,26-ago-21,5744387.703,5646893.376,14.328988,,-5.25,-30.40,11.60
G725,26-ago-21,5756777.95,5644225.31,39.421605,,-4.96,-28.60,11.08
G726,26-ago-21,5760577.549,5641648.238,39.522692,,-5.52,-32.20,11.96
G727,26-ago-21,5767280.734,5640388.502,49.491739,,-5.80,-33.60,12.80
G732,21-oct-10,5829410.993,5637238.746,110.1909535,770,-5.13,-28.30,12.74
G733,21-oct-10,5831581.643,5636348.713,109.4082901,937,-5.40,-30.82,12.38
G734,21-oct-10,5832324.69,5634452.472,111.8761582,872,-5.14,-27.23,13.89
G735,05-nov-10,5820139.615,5649475.952,123.013864,580,-5.89,-30.90,16.22
G735,09-nov-10,5820139.615,5649475.952,123.013864,,-5.75,-28.69,17.31
G736,05-nov-10,5817202.21,5654544.021,100.9814384,880,-5.20,-26.87,14.73
G737,05-nov-10,5816137.334,5651931.157,108.1348863,790,-5.26,-28.44,13.64
G738,05-nov-10,5814782.627,5650305.649,111.540532,850,-5.36,-28.63,14.25
G739,05-nov-10,5819851.839,5649712.875,127.8240643,770,-5.44,-29.13,14.39
G740,28-oct-10,5820048.522,5648572.468,121.4956891,620,-5.38,-28.54,14.50
G741,28-oct-10,5822745.186,5644827.62,108.9046401,856,-5.45,-28.78,14.82
G742,28-oct-10,5825308.417,5643462.925,108.3791091,757,-5.24,-26.69,15.22
G743,28-oct-10,5829808.553,5632884.161,122,106.1,-5.55,-28.99,15.41
G744,28-oct-10,5826617.014,5627790.451,133.4670576,105.6,-5.47,-29.10,14.66
G745,05-nov-10,5819828.25,5649793.169,130.2377729,680,-5.55,-29.57,14.83
G746,07-dic-10,5894076.968,5687777.359,23.48021419,3830,-6.68,-42.54,10.92
G746,24-nov-11,5894076.968,5687777.359,23.48021419,,-4.39,-24.76,10.34
G747,07-dic-10,5893983.564,5689181.619,22.59630204,3200,-4.94,-26.15,13.40
G748,10-dic-10,5892506.722,5688439.356,25.96529313,,-4.09,-20.35,12.37
G749,10-dic-10,5895225.199,5689258.872,20.73849228,,-4.45,-22.58,12.98
G750,07-dic-10,5894210.6,5690739.14,18.63093839,2740,-4.85,-24.24,14.52
G751,14-dic-10,5805526.495,5668976.331,92.7539655,800,-5.70,-31.34,14.28
G752,14-dic-10,5804896.423,5666755.409,97.38901509,1620,-5.72,-28.70,17.09
G753,14-dic-10,5805439.049,5665379.838,106.0009455,1510,-5.40,-31.42,11.78
G754,14-dic-10,5802673.912,5665289.852,104.7003368,880,-5.12,-26.52,14.44
G755,14-dic-10,5805574.871,5664175.325,103.4166873,1410,-4.60,-25.17,11.66
G756,14-dic-10,5804808.806,5662045.163,109.9699864,1360,-5.11,-26.98,13.90
G757,14-dic-10,5807854.764,5660246.802,112.1958785,1340,-5.25,-28.21,13.82
G758,14-dic-10,5808684.797,5658022.932,119.5317315,1070,-4.91,-26.93,12.34
G759,14-dic-10,5812822.977,5657451.444,118.8871774,1100,-5.43,-29.69,13.73
G760,14-dic-10,5811544.917,5658765.31,122.4700046,1040,-5.63,-31.23,13.85
G761,21-feb-11,5806731.036,5670076.886,87.34272033,1090,-5.50,-32.00,11.97
G762,21-feb-11,5804789.263,5679728.151,91.24943168,940,-5.37,-28.81,14.18
G763,21-feb-11,5814132.182,5688105.368,51.01069128,1550,-4.14,-22.16,10.96
G764,22-feb-11,5813084.793,5689490.983,49.68953114,,-4.60,-24.10,12.74
G764,21-feb-11,5813084.793,5689490.983,49.68953114,1500,-4.60,-24.10,12.70
G765,21-feb-11,5808198.934,5691686.076,55.36525572,880,-5.20,-27.17,14.43
G766,21-feb-11,5807406.85,5680773.148,66.92685047,990,-3.51,-19.41,8.65
G766,15-nov-11,5807406.85,5680773.148,66.92685047,,-3.32,-16.40,10.13
G766,22-mar-12,5807406.85,5680773.148,66.92685047,,-1.99,-10.43,5.50
G767,21-feb-11,5805171.469,5683091.257,73.53277193,970,-5.53,-30.48,13.73
G768,22-feb-11,5803434.095,5685824.745,88.00391378,711,-5.05,-26.98,13.42
G768,21-feb-11,5803434.095,5685824.745,88.00391378,,-5.05,-26.98,13.41
G769,22-feb-11,5805030.998,5685217.561,68.0738466,596,-5.11,-27.40,13.52
G770,22-feb-11,5816269.88,5689327.021,47.7743407,1058,-5.02,-27.10,13.03
G771,22-feb-11,5816304.422,5690745.393,43.13620781,1308,-5.10,-27.00,13.81
G773,22-feb-11,5819921.878,5693359.728,39.23267499,1125,-4.55,-25.44,10.96
G773,21-feb-11,5819921.878,5693359.728,39.23267499,,-4.55,-25.44,10.95
G774,22-feb-11,5822658.616,5697754.474,37.43158553,1586,-4.92,-25.59,13.77
G774,21-feb-11,5822658.616,5697754.474,37.43158553,,-4.92,-25.59,13.77
G775,22-feb-11,5827345.289,5702996.516,28.06638462,2440,-4.71,-24.10,13.58
G776,23-feb-11,5813753.052,5709043.038,22.88520835,1205,-4.76,-25.65,12.43
G776,22-feb-11,5813753.052,5709043.038,22.88520835,,-4.76,-25.65,12.42
G777,23-feb-11,5817200.763,5708287.847,26.65381647,960,-4.70,-25.36,12.24
G778,22-mar-11,5799941.702,5712627.004,18.47781082,943,-3.94,-20.18,11.34
G779,22-mar-11,5801749.601,5711444.93,29.65522729,892,-3.78,-20.76,9.48
G780,22-mar-11,5810915.878,5708491.427,25.51790437,1145,-4.82,-25.17,13.39
G781,22-mar-11,5823775.808,5706963.178,24.51616401,1378,-5.12,-26.62,14.34
G782,10-may-11,5843760.234,5719868.117,12.90389941,1908,-4.10,-22.90,9.90
G783,10-may-11,5838822.722,5717524.093,12.29412515,4580,-4.11,-23.50,9.38
G784,10-may-11,5834246.587,5710833.983,21.51688866,3790,-5.31,-29.76,12.72
G785,10-may-11,5842330.199,5705555.743,23.42443634,3750,-5.09,-27.87,12.85
G786,08-nov-11,5829532.931,5705888.334,23.34729059,,-4.50,-21.16,14.87
G786,17-jul-14,5829532.931,5705888.334,23.34729059,,-4.45,-23.27,12.29
