Estacion_Id,Pfb_Fecha,Lod_Latitud_F5,Lod_Longitud_F5,Lod_Cota,Conductividad,18O,2H,d-excess
G786,30-nov-11,5829532.931,5705888.334,23.34729059,1916,-4.23,-21.75,12.06
G786,22-may-12,5829532.931,5705888.334,23.34729059,1874,-4.22,-22.20,11.58
G786,20-nov-12,5829532.931,5705888.334,23.34729059,1902,-4.06,-21.51,10.96
G787,17-jul-14,5829532.931,5705888.334,23.34729059,,-4.03,-20.94,11.33
G787,08-nov-11,5829532.931,5705888.334,23.34729059,,-3.28,-19.32,6.92
G787,22-may-12,5829532.931,5705888.334,23.34729059,2050,-3.14,-15.83,9.26
G787,20-nov-12,5829532.931,5705888.334,23.34729059,2040,-2.68,-16.25,5.18
G787,30-nov-11,5829532.931,5705888.334,23.34729059,2020,-2.60,-14.59,6.20
G788,17-jul-14,5829532.931,5705888.334,23.34729059,,-4.06,-20.98,11.49
G788,22-may-12,5829532.931,5705888.334,23.34729059,2130,-3.22,-17.99,7.78
G788,20-nov-12,5829532.931,5705888.334,23.34729059,2110,-2.79,-16.72,5.61
G788,08-nov-11,5829532.931,5705888.334,23.34729059,,-2.48,-14.00,5.86
G788,30-nov-11,5829532.931,5705888.334,23.34729059,2110,-2.12,-14.70,2.27
G789,11-may-11,5828403.066,5697158.792,31.01385174,1746,-4.93,-26.32,13.12
G790,11-may-11,5830993.277,5690222.313,41.39296144,419,-5.36,-28.55,14.33
G791,11-may-11,5827368.711,5682701.867,50.30777396,1204,-4.66,-23.87,13.41
G792,18-ago-11,5818812.78,5649351.333,118.1026781,574,-4.97,-25.14,14.62
G792,25-abr-14,5818812.78,5649351.333,118.1026781,781,-4.91,-27.26,11.99
G792,30-nov-11,5818812.78,5649351.333,118.1026781,781,-4.88,-22.42,16.64
G792,22-may-12,5818812.78,5649351.333,118.1026781,774,-4.74,-25.30,12.66
G792,20-nov-12,5818812.78,5649351.333,118.1026781,774,-4.59,-25.33,11.37
G792,06-abr-18,5818812.78,5649351.333,118.1026781,925,-4.57,-25.40,11.16
G792,27-oct-11,5818812.78,5649351.333,118.1026781,,-4.42,-23.72,11.64
G793,22-may-12,5818812.78,5649351.333,118.1026781,766,-4.54,-23.32,13.01
G793,25-abr-14,5818812.78,5649351.333,118.1026781,787,-4.20,-22.57,10.99
G793,18-ago-11,5818812.78,5649351.333,118.1026781,760,-4.11,-20.67,12.21
G793,30-nov-11,5818812.78,5649351.333,118.1026781,773,-4.02,-22.99,9.19
G793,20-nov-12,5818812.78,5649351.333,118.1026781,776,-3.99,-21.42,10.54
G793,06-abr-18,5818812.78,5649351.333,118.1026781,948,-3.62,-22.00,6.96
G793,27-oct-11,5818812.78,5649351.333,118.1026781,,-3.53,-21.12,7.13
G794,18-ago-11,5818812.78,5649351.333,118.1026781,767,-5.76,-29.22,16.86
G794,25-abr-14,5818812.78,5649351.333,118.1026781,762,-5.71,-30.86,14.78
G794,06-abr-18,5818812.78,5649351.333,118.1026781,3820,-5.70,-32.60,13.00
G794,27-oct-11,5818812.78,5649351.333,118.1026781,,-5.65,-30.28,14.91
G794,20-nov-12,5818812.78,5649351.333,118.1026781,763,-5.59,-28.91,15.84
G794,22-may-12,5818812.78,5649351.333,118.1026781,761,-5.56,-29.27,15.22
G794,30-nov-11,5818812.78,5649351.333,118.1026781,761,-5.20,-27.43,14.21
G796,15-jul-11,5851699.715,5701557.446,25.61144443,1755,-4.64,-24.95,12.17
G797,15-jul-11,5849818.438,5705088.96,23.76468069,3010,-0.91,-3.01,4.27
G798,15-jul-11,5858044.761,5703445.141,22.19321053,4840,-3.70,-19.68,9.92
G799,15-jul-11,5854515.323,5697757.476,27.81485425,4780,-4.32,-23.56,11.00
G800,15-jul-11,5852235.665,5701606.555,25.84808349,1874,-4.81,-25.47,13.01
G801,18-ago-11,5815015.195,5658301.385,113.2547698,635,-5.24,-28.68,13.28
G803,18-ago-11,5827495.945,5668542.69,67.59515138,1870,-4.50,-24.80,11.17
G804,18-ago-11,5838679.984,5677791.392,49,1798,-3.98,-23.52,8.33
G805,18-ago-11,5847071.004,5689234.697,33.98623418,3790,-4.29,-24.14,10.18
G823,13-oct-12,5840347.211,5733324.367,,,-3.87,-20.53,10.41
G827,10-nov-17,5868450,5489475,254.6992157,,-5.77,-31.40,14.76
G827,22-feb-16,5868450,5489475,254.6992157,,-5.51,-29.93,14.15
G827,30-mar-16,5868450,5489475,254.6992157,,-5.40,-32.10,11.10
G827,15-oct-15,5868450,5489475,254.6992157,,-5.37,-29.89,13.07
G827,15-jun-15,5868450,5489475,254.6992157,,-5.31,-29.38,13.10
G827,07-mar-18,5868450,5489475,254.6992157,,-5.02,-30.20,9.96
G827,24-ago-16,5868450,5489475,254.6992157,,-4.65,-28.10,9.10
G828,16-jun-15,5905747,5469588,187.3248114,849,-4.55,-23.90,12.50
G830,31-oct-19,5904546,5465078,184.974112,,-5.13,-29.30,11.74
G830,16-jun-15,5904546,5465078,184.974112,1340,-4.79,-25.00,13.32
G830,20-oct-17,5904546,5465078,184.974112,,-4.59,-28.10,8.62
G831,16-jun-15,5899930,5461205,191.6577435,1633,-5.08,-29.90,10.74
G832,16-jun-15,5892037,5463138,200.9091856,758,-6.64,-34.20,18.92
G834,16-jun-15,5886935,5469286,209.8714179,897,-5.49,-28.60,15.32
G835,16-jun-15,5874964,5470995,231.9676978,931,-3.89,-23.20,7.92
G836,16-jun-15,5869949,5474152,238.6604658,843,-5.00,-25.30,14.70
G837,16-jun-15,5883541,5485464,228.9054735,1241,-5.76,-30.30,15.78
G838,16-jun-15,5892653,5478101,212.9035077,793,-5.96,-29.80,17.88
G839,17-jun-15,5913782,5473603,172.2138801,737,-6.71,-31.60,22.08
G840,17-jun-15,5915544,5467716,171.3743856,706,-5.68,-29.20,16.24
G841,17-jun-15,5909663,5462126,181.8746771,861,-5.33,-26.20,16.44
G842,17-jun-15,5920858,5465229,176.7927917,676,-5.90,-31.50,15.70
G843,17-jun-15,5922431,5471320,164.8507348,681,-5.75,-30.20,15.80
G844,17-jun-15,5926450,5474032,164.1986308,838,-6.02,-31.10,17.06
G845,17-jun-15,5924387,5476921,156.630063,847,-5.92,-29.20,18.16
G846,17-jun-15,5921358,5479810,155.5875691,952,-5.83,-31.40,15.24
G848,11-oct-15,5914334,5487103,229.5458475,585,-5.15,-29.01,12.19
G849,18-feb-16,5923983,5480569,149.4871729,1593,-5.72,-29.89,15.87
G850,18-feb-16,5917476,5491919,184.8151485,742,-5.72,-29.51,16.25
G850,30-oct-19,5917476,5491919,184.8151485,,-5.64,-31.20,13.92
G851,19-abr-12,5864596,5585051,182.2941093,684,-5.54,-28.99,15.35
G852,19-abr-12,5866190,5588572,170,591,-5.61,-31.42,13.49
G853,19-abr-12,5867536,5591854,179.0565885,753,-5.47,-28.96,14.84
G854,19-abr-12,5863122,5583166,205.7764127,630,-5.52,-30.35,13.80
G855,19-abr-12,5863263,5587759,184.828419,721,-5.17,-28.95,12.45
G856,19-abr-12,5858343,5592255,194.0114606,743,-5.57,-30.33,14.23
G857,19-abr-12,5854710,5593662,185.2775328,646,-5.66,-29.83,15.47
G858,19-abr-12,5849992,5599535,169.6162209,780,-5.77,-29.03,17.15
G859,20-abr-12,5852314,5603363,157.1398441,706,-5.46,-28.36,15.28
G860,25-feb-16,5897885,5470864,197.6136412,763,-5.33,-29.16,13.48
G861,20-abr-12,5844398,5599343,168.914964,669,-5.62,-28.83,16.14
G862,20-abr-12,5844209,5599164,171.2921199,668,-5.66,-28.70,16.60
G863,25-feb-16,5893694,5466365,202.9968788,792,-4.90,-31.20,8.00
G864,25-feb-16,5884378,5456507,216.8938391,791,-5.38,-27.95,15.09
G865,18-feb-16,5883478,5463617,213.7049547,,-5.79,-30.24,16.11
G865,25-feb-16,5883478,5463617,213.7049547,913,-5.79,-30.24,16.08
G866,25-feb-16,5864841,5482556,249,1363,-4.40,-23.35,11.85
G867,25-feb-16,5879300,5481288,231.7416904,788,-5.33,-28.14,14.50
G868,25-feb-16,5874042,5487052,240.5002659,819,-5.11,-27.27,13.61
G868,19-jun-15,5874042,5487052,240.5002659,1215,-2.97,-16.79,6.93
G869,19-jun-15,5877681,5489989,237.9199999,1264,-5.56,-25.31,19.14
G869,25-feb-16,5877681,5489989,237.9199999,1004,-4.60,-24.28,12.52
G870,30-oct-19,5906796,5476615,244.0841992,,-5.68,-30.90,14.54
G870,27-feb-16,5906796,5476615,244.0841992,706,-5.30,-28.95,13.45
G870,14-ago-15,5906796,5476615,244.0841992,1002,-3.04,-15.27,9.04
G871,27-feb-16,5898227,5476970,212.0747414,670,-4.94,-28.60,10.92
G871,14-ago-15,5898227,5476970,212.0747414,1816,-3.72,-21.96,7.77
G872,14-ago-15,5898459,5487192,223.6554044,1154,-3.94,-22.51,9.01
G872,27-feb-16,5898459,5487192,223.6554044,738,-3.39,-26.20,0.92
G873,27-feb-16,5906906,5490020,209.1178699,694,-5.67,-29.73,15.63
G874,27-feb-16,5911042,5492089,205.6856144,722,-5.82,-29.62,16.94
G876,27-feb-16,5910526,5482733,217.6632427,825,-5.72,-30.99,14.77
G877,02-mar-16,5928122,5480287,145.433705,1280,-5.47,-28.51,15.25
G878,02-mar-16,5925867,5483442,143.7906514,847,-5.92,-31.00,16.36
G879,02-mar-16,5936070,5486976,133.8085014,1421,-5.56,-29.75,14.73
G880,31-may-12,5894086.32,5687767.55,23.25,8480,-4.16,-23.58,9.68
G881,31-may-12,5894611.59,5688408.75,22,8550,-4.30,-24.07,10.37
G882,27-abr-17,5900392,5476124,221,,-5.68,-31.10,14.34
G883,27-abr-17,5901548,5475920,220.0472884,,-5.08,-31.80,8.84
G884,27-abr-17,5901156,5475892,219.2207991,,-5.86,-32.80,14.08
G885,30-oct-19,5880882,5465100,220.8143576,,-5.58,-30.20,14.44
G885,20-oct-17,5880882,5465100,220.8143576,,-5.22,-31.60,10.16
G886,31-oct-19,5921325,5473273,159.6825642,,-5.73,-31.90,13.94
G886,20-oct-17,5921325,5473273,159.6825642,,-5.67,-33.20,12.16
G887,21-oct-17,5937421,5482162,132.4046358,,-5.25,-30.20,11.80
G888,21-oct-17,5960191,5491976,107,,-5.77,-34.60,11.56
G888,22-mar-12,5960191,5491976,107,,-5.31,-28.14,14.33
G889,21-oct-17,5998988,5504899,68.54650935,,-4.59,-27.90,8.82
G890,21-oct-17,5976706,5496231,87.20570164,,-4.61,-27.60,9.28
G891,24-oct-17,5944966,5488974,121.4704337,,-5.75,-36.20,9.80
